;Unnamed: 0;mar_diminutif;prod_code;prdp_code;montant_ht_2023;montant_ht_2024;prod_designation
384;384;Automates23;AUPR04;AUTPAR004;0.0;3537.49;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de LA DEFENSE conformément à la fiche n°4 du CCTP
385;385;Automates23;AUPR05;AUTPAB005;0.0;356.89;Entretien préventif du tunnel NANTERRE CENTRE ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD des locaux du tunnel conformément à la fiche n°3 du CCTP
386;386;Automates23;AUPR06;AUTPAR006;0.0;767.18;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de NANTERRE CENTRE conformément à la fiche n°4 du CCTP
387;387;Automates23;AUPR07;AUTPAB007;0.0;343.81;Entretien préventif de l ECHANGEUR de  NANTERRE/LA DEFENSE, automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD des locaux du tunnel conformément à la fiche n°3 du CCTP
388;388;Automates23;AUPR08;AUTPAR008;0.0;640.66;Entretien préventif de l ensemble des armoires MESD (PST, DFP) de l ECHANGEUR de NANTERRE/LA DEFENSE, conformément à la fiche n°4 du CCTP
389;389;Automates23;AUPR09;AUTPAB009;0.0;303.27;Entretien préventif du tunnel SEVINES ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD des locaux du tunnel conformément à la fiche n°3 du CCTP
390;390;Automates23;AUPR10;AUTPAR010;0.0;237.75;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de SEVINES, conformément à la fiche n°4 du CCTP
391;391;Automates23;AUPR11;AUTPAB011;0.0;296.74;Entretien préventif du tunnel AMBROISE PARE ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents et de l ensemble des baies MESD des locaux du tunnel conformément à la fiche n°3 du CCTP
392;392;Automates23;AUPR12;AUTPAR012;0.0;871.33;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de AMBROISE PARE, conformément à la fiche n°4 du CCTP
393;393;Automates23;AUPR13;AUTPAB013;0.0;456.27;Entretien préventif du tunnel BELLE-RIVES ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD des locaux du tunnel conformément à la fiche n°3 du CCTP
394;394;Automates23;AUPR14;AUTPAR014;0.0;953.13;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de BELLE-RIVES, conformément à la fiche n°4 du CCTP
395;395;Automates23;AUPR15;AUTPAB015;0.0;343.81;Entretien préventif du tunnel CHENNEVIERES ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP
396;396;Automates23;AUPR16;AUTPAR016;0.0;211.79;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de CHENNEVIERES, conformément à la fiche n°4 du CCTP
397;397;Automates23;AUPR17;AUTPAB017;0.0;296.74;Entretien préventif du tunnel de FONTENAY ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD des locaux du tunnel conformément à la fiche n°3 du CCTP
398;398;Automates23;AUPR18;AUTPAR018;0.0;658.12;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de FONTENAY, conformément à la fiche n°4 du CCTP
399;399;Automates23;AUPR19;AUTPAB019;0.0;337.28;Entretien préventif du tunnel SAINT-CLOUD ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
400;400;Automates23;AUPR20;AUTPAR020;0.0;849.04;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de SAINT-CLOUD, conformément à la fiche n°4 du CCTP
401;401;Automates23;AUPR21;AUTPAB021;0.0;296.74;Entretien préventif du tunnel ANTONY-FRESNES ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
402;402;Automates23;AUPR22;AUTPAR022;0.0;1527.88;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de ANTONY-FRESNES, conformément à la fiche n°4 du CCTP
403;403;Automates23;AUPR23;AUTPAB023;320.28;320.28;Entretien préventif du tunnel BICETRE-ITALIE ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
404;404;Automates23;AUPR24;AUTPAR024;1731.08;1731.08;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de BICETRE-ITALIE, conformément à la fiche n°4 du CCTP
405;405;Automates23;AUPR25;AUTPAB025;273.2;273.2;Entretien préventif du tunnel d ORLY ,automate principal (5) et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
406;406;Automates23;AUPR26;AUTPAR026;501.19;501.19;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de ORLY, conformément à la fiche n°4 du CCTP
407;407;Automates23;AUPR27;AUTPAB027;0.0;593.48;Entretien préventif du tunnel BOISSY ,automates principaux (2) et baies MESD.(26) et automates métiers (3). Ce prix comprend l entretien de l ensemble maître-esclave (automate principale)  situé dans des locaux différents ,et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
408;408;Automates23;AUPR28;AUTPAR028;0.0;2131.62;Entretien préventif de l ensemble des armoires MESD (PST, DFP et variateur) du tunnel de BOISSY, conformément à la fiche n°4 du CCTP
409;409;Automates23;AUPR29;AUTPAB029;0.0;687.62;Entretien préventif du tunnel CHAMPIGNY ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
410;410;Automates23;AUPR30;AUTPAR030;0.0;2131.62;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de CHAMPIGNY, conformément à la fiche n°4 du CCTP
411;411;Automates23;AUPR31;AUTPAB031;0.0;734.7;Entretien préventif du tunnel THIAIS ,automates principaux et baies MESD (46). Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
412;412;Automates23;AUPR32;AUTPAR032;0.0;2683.86;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de THIAIS, conformément à la fiche n°4 du CCTP
413;413;Automates23;AUPR33;AUTPAB033;1416.02;2832.04;Entretien préventif du tunnel NOGENT ,automates principaux (2) et baies MESD.(26) et automates métiers (3). Ce prix comprend l entretien de l ensemble maître-esclave (automate principale) et automate métier situé dans des locaux différents ,et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
414;414;Automates23;AUPR34;AUTPAR034;1233.06;2466.12;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de NOGENT, conformément à la fiche n°4 du CCTP
415;415;Automates23;AUPR35;AUTPAB035;0.0;1358.58;Entretien préventif du tunnel BOBIGNY ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
416;416;Automates23;AUPR36;AUTPAR036;0.0;1531.48;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de BOBIGNY, conformément à la fiche n°4 du CCTP
417;417;Automates23;AUPR37;AUTPAB037;0.0;503.35;Entretien préventif du tunnel LUMEN-NORTON ,automate principal (5) et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
418;418;Automates23;AUPR38;AUTPAR038;0.0;688.98;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de LUMEN-NORTON, conformément à la fiche n°4 du CCTP
419;419;Automates23;AUPR39;AUTPAB039;0.0;343.81;Entretien préventif du tunnel LANDY ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
420;420;Automates23;AUPR40;AUTPAR040;0.0;2031.8;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de LANDY, conformément à la fiche n°4 du CCTP
421;421;Automates23;AUPR41;AUTPAB041;0.0;296.74;Entretien préventif du tunnel LA-COURNEUVE ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
422;422;Automates23;AUPR42;AUTPAR042;0.0;320.72;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de LA-COURNEUVE, conformément à la fiche n°4 du CCTP
423;423;Automates23;AUPR43;AUTPAB041;0.0;273.2;Entretien préventif du tunnel TAVERNY ,automates principaux et baies MESD. Ce prix comprend l entretien de l ensemble maître-esclave situé dans 2 locaux différents  et de l ensemble des baies MESD du tunnel conformément à la fiche n°3 du CCTP 3
424;424;Automates23;AUPR44;AUTPAR044;0.0;418.41;Entretien préventif de l ensemble des armoires MESD (PST, DFP) du tunnel de TAVERNY, conformément à la fiche n°4 du CCTP
425;425;Automates23;AUPR45;AUTPLV044;0.0;120.22;Plus-value pour un entretien préventif d une baie ou armoire supplémentaire  en local
426;426;Automates23;AUPR46;AUTPLV046;0.0;9011.7;Plus-value pour un entretien préventif d une armoire supplémentaire  en tunnel
427;427;Automates23;AUPR47;AUTPAM047;0.0;0.0;Entretien préventif d'un automate METIER conformément à la fiche n°5 du CCTP
428;428;Automates23;AUPR48;AUTPAR048;0.0;0.0;Entretien préventif d'une baie MESD METIER conformément à la fiche n°4 du CCTP
429;429;Automates23;AUPR49;AUTDPB049;1471.6;3792.2;Dépollution d'une baie
430;430;Automates;AU P 04;AUTDPB049;12550.0;0.0;Dépollution d'une baie
431;431;Automates;AU P 01;AUTEPA001;2691.0;0.0;Entretien préventif d'un automate principal. Ce prix comprend l entretien de l ensemble maître / esclave situé dans 2 locaux différents conformément à la fiche n°3 du CCTP
432;432;Automates;AU P 02;AUTEPS002;972.0;0.0;Entretien préventif d'un automate Poste de Livraison Sirius conformément à la fiche n°3 du CCTP
433;433;Automates;AU P 03;AUTEPB003;32802.0;0.0;Entretien préventif d'une baie MESD conformément à la fiche n°4 du CCTP
434;434;RAU/TSE23;RAU-EC12;RTSPLV012;0.0;631.12;Plus value au prix de la présente liste (RAU EC) pour exécution de prestation de nuit entre 22h et 06h
435;435;RAU/TSE;RAD01;RTSPLV012;5164.21;0.0;Plus Value aux prix de la présente liste pour exécution de prestations de nuit entre 22h et 06h
436;436;RAU/TSE23;RAU-PE01;RTSPPE001;0.0;2010.3;Maintenance préventive de l ensemble des PAU du tunnel de Boissy
437;437;RAU/TSE23;RAU-PE02;RTSPPE002;0.0;0.0;Maintenance préventive de l ensemble des PAU du tunnel de Champigny
438;438;RAU/TSE23;RAU-PE03;RTSPPE003;0.0;0.0;Maintenance préventive de l ensemble des PAU du tunnel de Nogent
439;439;RAU/TSE23;RAU-PE04;RTSPPE004;0.0;0.0;Maintenance préventive de l ensemble des PAU des tunnels de Thiais
440;440;RAU/TSE23;RAU-PG01;RTSPPG001;970.08;970.08;Maintenance préventive d un Poste d Appel d Urgence (PAU) analogique
441;441;RAU/TSE23;RAU-PG02;RTSPPG002;0.0;0.0;Maintenance préventive d un Poste d Appel d Urgence (PAU) IP
442;442;RAU/TSE23;RAU-PN01;RTSPPN001;0.0;1340.21;Maintenance préventive de l ensemble des PAU du tunnel du Landy
443;443;RAU/TSE23;RAU-PN02;RTSPPN002;0.0;446.74;Maintenance préventive de l ensemble des PAU du tunnel de Taverny
444;444;RAU/TSE23;RAU-PN03;RTSPPN003;0.0;2512.89;Maintenance préventive de l ensemble des PAU des tunnels de Bobigny   Lumen   Norton
445;445;RAU/TSE23;RAU-PN04;RTSPPN004;0.0;323.37;Maintenance préventive de l ensemble des PAU du tunnel de la Courneuve
446;446;RAU/TSE23;RAU-PO01;RTSPPO001;0.0;23282.76;Maintenance préventive de l ensemble des PAU du tunnel d A14 / La Défense
447;447;RAU/TSE23;RAU-PO02;RTSPPO002;0.0;5820.68;Maintenance préventive de l ensemble des PAU du tunnel du complexe A14/186 (Bretelles B1/B3/B4/B5/B8)
448;448;RAU/TSE23;RAU-PO03;RTSPPO003;0.0;4527.2;Maintenance préventive de l ensemble des PAU du tunnel d A86 Nanterre
449;449;RAU/TSE23;RAU-PO04;RTSPPO004;0.0;1340.2;Maintenance préventive de l ensemble des PAU du tunnel de Neuilly
450;450;RAU/TSE23;RAU-PO05;RTSPPO005;0.0;1940.24;Maintenance préventive de l ensemble des PAU du tunnel de Sévines
451;451;RAU/TSE23;RAU-PO06;RTSPPO006;0.0;1940.24;Maintenance préventive de l ensemble des PAU du tunnel de Chennevières
452;452;RAU/TSE23;RAU-PO07;RTSPPO007;0.0;2680.4;Maintenance préventive de l ensemble des PAU du tunnel de Fontenay
453;453;RAU/TSE23;RAU-PO08;RTSPPO008;0.0;3880.44;Maintenance préventive de l ensemble des PAU du tunnel de Belle-Rive
454;454;RAU/TSE23;RAU-PO09;RTSPPO009;0.0;3127.16;Maintenance préventive de l ensemble des PAU du tunnel d Ambroise Paré
455;455;RAU/TSE23;RAU-PO10;RTSPPO010;0.0;3797.24;Maintenance préventive de l ensemble des PAU du tunnel de Saint-Cloud
456;456;RAU/TSE23;RAU-PS01;RTSPPS001;0.0;1689.62;Maintenance préventive de l ensemble des PAU des tunnels d Antony   Fresnes
457;457;RAU/TSE23;RAU-PS02;RTSPPS002;2113.6;4322.31;Maintenance préventive de l ensemble des PAU des tunnels de Bicêtre   Italie
458;458;RAU/TSE23;RAU-PS03;RTSPPS003;670.1;1370.35;Maintenance préventive de l ensemble des PAU du tunnel d Orly
459;459;RAU/TSE23;SIP-PG04;RTSPSG004;0.0;7854.39;Maintenance préventive de jour du système SI Phonie
462;462;RAU/TSE;RAP03;RTSPSG004;11392.5;0.0;Maintenance préventive de jour du système SI PHONIE en PCTT
463;463;RAU/TSE23;TSE-PE01;RTSPTE001;344.37;1033.11;Maintenance préventive de l ensemble des TSE du tunnel de Boissy
464;464;RAU/TSE23;TSE-PE02;RTSPTE002;0.0;1894.08;Maintenance préventive de l ensemble des TSE du tunnel de Champigny
465;465;RAU/TSE23;TSE-PE03;RTSPTE003;817.89;3271.56;Maintenance préventive de l ensemble des TSE du tunnel de Nogent
466;466;RAU/TSE23;TSE-PE04;RTSPTE004;0.0;1807.96;Maintenance préventive de l ensemble des TSE des tunnels de Thiais
467;467;RAU/TSE23;TSE-PN01;RTSPTN001;0.0;860.93;Maintenance préventive de l ensemble des TSE du tunnel du Landy
468;468;RAU/TSE23;TSE-PN02;RTSPTN002;0.0;172.19;Maintenance préventive de l ensemble des TSE du tunnel de Taverny
469;469;RAU/TSE23;TSE-PN03;RTSPTN003;0.0;1205.3;Maintenance préventive de l ensemble des TSE des tunnels de Bobigny   Lumen   Norton
470;470;RAU/TSE23;TSE-PN04;RTSPTN004;0.0;129.14;Maintenance préventive de l ensemble des TSE du tunnel de la Courneuve
471;471;RAU/TSE23;TSE-PO01;RTSPTO001;0.0;7920.56;Maintenance préventive de l ensemble des TSE du tunnel d A14 / La Défense
472;472;RAU/TSE23;TSE-PO02;RTSPTO002;0.0;2927.2;Maintenance préventive de l ensemble des TSE du tunnel du complexe A14/186 (Bretelles B1/B3/B4/B5/B8)
473;473;RAU/TSE23;TSE-PO03;RTSPTO003;0.0;2066.24;Maintenance préventive de l ensemble des TSE du tunnel d A86 Nanterre
474;474;RAU/TSE23;TSE-PO04;RTSPTO004;0.0;688.76;Maintenance préventive de l ensemble des TSE du tunnel de Neuilly
475;475;RAU/TSE23;TSE-PO05;RTSPTO005;0.0;688.76;Maintenance préventive de l ensemble des TSE du tunnel des Sévines
476;476;RAU/TSE23;TSE-PO06;RTSPTO006;0.0;344.36;Maintenance préventive de l ensemble des TSE du tunnel de Chennevières
477;477;RAU/TSE23;TSE-PO07;RTSPTO007;0.0;688.76;Maintenance préventive de l ensemble des TSE du tunnel de Fontenay
478;478;RAU/TSE23;TSE-PO08;RTSPTO008;0.0;2582.8;Maintenance préventive de l ensemble des TSE du tunnel de Belle-Rive
479;479;RAU/TSE23;TSE-PO09;RTSPTO009;0.0;1205.32;Maintenance préventive de l ensemble des TSE du tunnel d Ambroise Paré
480;480;RAU/TSE23;TSE-PO10;RTSPTO010;0.0;2238.44;Maintenance préventive de l ensemble des TSE du tunnel de Saint-Cloud
481;481;RAU/TSE23;TSE-PS01;RTSPTS001;0.0;430.47;Maintenance préventive de l ensemble des TSE des tunnels d Antony   Fresnes
482;482;RAU/TSE23;TSE-PS02;RTSPTS002;559.61;1144.4;Maintenance préventive de l ensemble des TSE des tunnels de Bicêtre   Italie
483;483;RAU/TSE23;TSE-PS03;RTSPTS003;86.09;176.05;Maintenance préventive de l ensemble des TSE du tunnel d Orly
484;484;RAU/TSE;RAP01;RTSPJP001;49965.55;0.0;Maintenance préventive de jour d un Poste d Appel d Urgence
485;485;RAU/TSE;RAP02;RTSPJT002;22401.75;0.0;Maintenance préventive de jour d un Téléphone de Sécurité
486;486;Detection3;DEP001;DETPCA001;0.0;22272.0;Préventif d un tube (Y ou W) du tunnel de Chennevières de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
487;487;Detection2;DEP001;DETPCA001;12943.44;0.0;Preventif d'un tube (Y ou W) du tunnel de Chennevieres de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
488;488;Detection3;DEP002;DETPCA002;0.0;22320.0;Préventif d un tube (Y ou W) du tunnel de Fontenay le Fleury de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres).
489;489;Detection2;DEP002;DETPCA002;0.0;0.0;Preventif d'un tube (Y ou W) du tunnel de Fontenay le Fleury de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
490;490;Detection3;DEP003;DETPCA003;0.0;25408.0;Préventif d un tube (Y ou W) du tunnel de Saint-Cloud de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres).
491;491;Detection2;DEP003;DETPCA003;39940.0;0.0;Preventif d'un tube (Y ou W) du tunnel de Saint Cloud de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
492;492;Detection3;DEP004;DETPCA004;0.0;24136.0;Préventif d un tube (Y ou W) du tunnel d Ambroise Paré de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres).
493;493;Detection2;DEP004;DETPCA004;20427.36;0.0;Preventif d'un tube (Y ou W) du tunnel d'Ambroise PARE de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
494;494;Detection3;DEP005;DETPCA005;0.0;40256.0;Préventif d un tube (E ou I) du tunnel de Belle-Rive de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres).
495;495;Detection2;DEP005;DETPCA005;41097.12;0.0;Preventif d'un tube (E ou I) du tunnel de BELLERIVE de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
496;496;Detection3;DEP006;DETPCA006;0.0;70584.0;Préventif d un tube (Y ou W) du tunnel A14 de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres).
497;497;Detection2;DEP006;DETPCA006;59169.66;0.0;Preventif d'un tube (Y ou W) du tunnel A14 de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
498;498;Detection3;DEP007;DETPCA007;0.0;15532.0;Préventif des bretelles B1, B2, B3, B4, B5, B7 et B8 de l Échangeur A14/A86 de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres).
499;499;Detection2;DEP007;DETPCA007;10267.29;0.0;Preventif des bretelles B1, B3/B4, B7/B8 de l'Echangeur A14/A86 de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
500;500;Detection3;DEP008;DETPCA008;0.0;23688.0;Préventif d un tube (E ou I) du tunnel A86 Nanterre de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
501;501;Detection2;DEP008;DETPCA008;12398.28;0.0;Preventif d'un tube (E ou I) du tunnel A86 Nanterre de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
502;502;Detection3;DEP009;DETPCA009;0.0;21360.0;Préventif d un tube (Y ou W) du tunnel de Neuilly de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
503;503;Detection2;DEP009;DETPCA009;8314.68;0.0;Preventif d'un tube (Y ou W) du tunnel de Neuilly sur seine de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
504;504;Detection3;DEP010;DETPCA010;0.0;22872.0;Préventif d un tube (Y ou W) du tunnel des Sévines de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
505;505;Detection2;DEP010;DETPCA010;13862.16;0.0;Preventif d'un tube (Y ou W) du tunnel de Sevines de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
506;506;Detection3;DEP011;DETPCA011;0.0;16338.0;Préventif d un tube (Y ou W) du tunnel de Taverny de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
507;507;Detection2;DEP011;DETPCA011;5631.8;0.0;Preventif d'un tube (Y ou W) du tunnel de Taverny de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
508;508;Detection3;DEP012;DETPCA012;0.0;40864.0;Préventif d un tube (Y ou W) du tunnel du Landy de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
509;509;Detection2;DEP012;DETPCA012;24123.6;0.0;Preventif d'un tube (Y ou W) du tunnel du Landy de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
510;510;Detection3;DEP013;DETPCA013;0.0;52120.0;Préventif d un tube (E ou I) des tunnels de Lumen-Norton-Bobigny de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
511;511;Detection2;DEP013;DETPCA013;34715.16;0.0;Preventif d'un tube (E ou I) du tunnel de Lumen / Bobigny de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
512;512;Detection3;DEP014;DETPCA014;0.0;41312.0;Préventif d un tube (E ou I) du tunnel de Nogent de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
513;513;Detection2;DEP014;DETPCA014;20839.5;0.0;Preventif d'un tube (E ou I) du tunnel de Nogent de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
514;514;Detection3;DEP015;DETPCA015;0.0;24400.0;Préventif d un tube (Y ou W) du tunnel de Champigny de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
515;515;Detection2;DEP015;DETPCA015;4445.56;0.0;Preventif d'un tube (Y ou W) du tunnel de Champigny de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
516;516;Detection3;DEP016;DETPCA016;0.0;47312.0;Préventif d un tube (E ou I) des tunnels de Thiais - Môquet et Moulin -  de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
517;517;Detection2;DEP016;DETPCA016;9927.96;0.0;Preventif d'un tube (E ou I) des tunnels de THIAIS (Mocquet et Moulin)  de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
518;518;Detection3;DEP017;DETPCA017;0.0;23120.0;Préventif d un tube (Y ou W) du tunnel de Boissy de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
519;519;Detection2;DEP017;DETPCA017;4077.76;0.0;Preventif des 2 sens de circulation des tunnels d'Antony et Fresnes de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
520;520;Detection3;DEP018;DETPCA018;0.0;15993.0;Préventif des 2 sens de circulation des tunnels d Antony et Fresnes de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
521;521;Detection2;DEP018;DETPCA018;10232.36;0.0;Preventif d'un tube (Y ou W) du tunnel de Bicetre de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
522;522;Detection3;DEP019;DETPCA019;0.0;18009.0;Préventif des 2 sens de circulation du tunnel de Bicêtre de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
523;523;Detection2;DEP019;DETPCA019;3120.8;0.0;Preventif du tunnel d'Italie de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
524;524;Detection3;DEP020;DETPCA020;0.0;8229.0;Préventif sens Y du tunnel d Italie de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
525;525;Detection2;DEP020;DETPCA020;3812.5;0.0;Preventif des opacimetres d'un tube (Y ou W) du tunnel de Orly de tous les capteurs atmospheriques (opacimetres, CO, NO, NO2, smokecheck, anemometres)
526;526;Detection3;DEP021;DETPLV021;0.0;8295.0;Préventif sens W du tunnel de Orly de tous les capteurs atmosphériques (opacimètres, CO, NO, NO², smokecheck, anémomètres)
527;527;Detection3;DEP027;DETPLV027;0.0;6049.0;Préventif d'un luminancemètre Honeneywell Le LUT9 ou équivalent lors d une campagne de préventive d ouvrage précité.
528;528;Detection3;DEP100;DETPDI100;0.0;6289.0;Préventif centrale incendie 4 zones
529;529;Detection2;DEP100;DETPDI100;5030.4;0.0;Preventif centrale incendie 4 zones
530;530;Detection3;DEP101;DETPDI101;0.0;23940.0;Préventif centrale incendie 8 zones
531;531;Detection2;DEP101;DETPDI101;20876.46;0.0;Preventif centrale incendie 8 zones
532;532;Detection3;DEP102;DETPDI102;0.0;18848.0;Préventif centrale incendie 16 zones
533;533;Detection2;DEP102;DETPDI102;7553.36;0.0;Preventif centrale incendie 16 zones
534;534;Detection3;DEP103;DETPDI103;0.0;5920.0;Préventif centrale incendie 20 zones
535;535;Detection3;DEP200;DETPXA200;0.0;34656.0;Contrôle réglementaire d'un extincteur à poudre polyvalente de 6kg
536;536;Detection2;DEP200;DETPXA200;24575.4;0.0;Controle reglementaire  d'un extincteur a poudre polyvalente de 6kg
537;537;Detection3;DEP201;DETPXB201;0.0;2060.0;Contrôle réglementaire d'un extincteur à poudre polyvalente de 9kg
538;538;Detection2;DEP201;DETPXB201;1307.11;0.0;Controle reglementaire  d'un extincteur a poudre polyvalente de 9kg
539;539;Detection3;DEP202;DETPXC202;0.0;35.0;Contrôle réglementaire d'un extincteur à poudre polyvalente de 50kg.
540;540;Detection2;DEP202;DETPXC202;32.66;0.0;Controle reglementaire  d'un extincteur a poudre polyvalente de 50kg
541;541;Detection3;DEP203;DETPXD203;0.0;1350.0;Contrôle réglementaire d'un extincteur à eau pulvérisée 6 litres
542;542;Detection2;DEP203;DETPXD203;1234.6399999999999;0.0;Controle reglementaire d'un extincteur a eau pulverisee 6 litres
